"contract_id","panel_order_475","panel_order_500","feature_id","gene","ensembl_stable_id","parent_panel_sha256","common475_axis_sha256","selection_rule","hca_expression_used_for_selection","biological_outcomes_used_for_selection"
"mv08e_common475_panel_v1","20","20","HSP90AA1-ENSG00000080824.18","HSP90AA1","ENSG00000080824","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","21","21","ZFP36L2-ENSG00000152518.7","ZFP36L2","ENSG00000152518","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","22","22","NFKBIA-ENSG00000100906.10","NFKBIA","ENSG00000100906","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","23","23","HLA-C-ENSG00000204525.16","HLA-C","ENSG00000204525","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","24","24","PTMA-ENSG00000187514.16","PTMA","ENSG00000187514","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","25","26","HLA-E-ENSG00000204592.8","HLA-E","ENSG00000204592","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","26","27","IFITM3-ENSG00000142089.15","IFITM3","ENSG00000142089","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","27","28","PFN1-ENSG00000108518.7","PFN1","ENSG00000108518","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","28","29","ZFP36-ENSG00000128016.5","ZFP36","ENSG00000128016","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","29","30","H3F3B-ENSG00000132475.10","H3F3B","ENSG00000132475","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","30","32","SH3BGRL3-ENSG00000142669.14","SH3BGRL3","ENSG00000142669","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","31","33","MYL6-ENSG00000092841.18","MYL6","ENSG00000092841","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","32","35","MYL12A-ENSG00000101608.12","MYL12A","ENSG00000101608","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","33","36","ITM2B-ENSG00000136156.12","ITM2B","ENSG00000136156","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","34","37","ANXA1-ENSG00000135046.13","ANXA1","ENSG00000135046","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","35","38","HMGB1-ENSG00000189403.14","HMGB1","ENSG00000189403","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","36","39","YBX1-ENSG00000065978.18","YBX1","ENSG00000065978","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","37","40","CALM2-ENSG00000143933.16","CALM2","ENSG00000143933","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","38","41","CFL1-ENSG00000172757.12","CFL1","ENSG00000172757","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","39","42","CALM1-ENSG00000198668.10","CALM1","ENSG00000198668","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","40","43","DDX5-ENSG00000108654.13","DDX5","ENSG00000108654","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","41","44","EEF1B2-ENSG00000114942.13","EEF1B2","ENSG00000114942","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","42","45","PABPC1-ENSG00000070756.15","PABPC1","ENSG00000070756","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","43","46","NPM1-ENSG00000181163.13","NPM1","ENSG00000181163","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","44","47","ARPC2-ENSG00000163466.15","ARPC2","ENSG00000163466","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","45","48","H2AFZ-ENSG00000164032.11","H2AFZ","ENSG00000164032","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","46","49","HSP90AB1-ENSG00000096384.19","HSP90AB1","ENSG00000096384","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","47","51","CIRBP-ENSG00000099622.13","CIRBP","ENSG00000099622","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","48","52","GSTP1-ENSG00000084207.15","GSTP1","ENSG00000084207","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","49","53","OAZ1-ENSG00000104904.12","OAZ1","ENSG00000104904","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","50","54","SERF2-ENSG00000140264.19","SERF2","ENSG00000140264","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","51","55","CDC42-ENSG00000070831.15","CDC42","ENSG00000070831","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","52","56","HSPA8-ENSG00000109971.13","HSPA8","ENSG00000109971","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","53","57","ATP5E-ENSG00000124172.9","ATP5E","ENSG00000124172","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","54","58","EEF2-ENSG00000167658.15","EEF2","ENSG00000167658","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","55","59","EEF1A1-ENSG00000156508.17","EEF1A1","ENSG00000156508","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","56","60","KLF6-ENSG00000067082.14","KLF6","ENSG00000067082","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","57","61","HNRNPH1-ENSG00000169045.17","HNRNPH1","ENSG00000169045","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","58","62","S100A11-ENSG00000163191.5","S100A11","ENSG00000163191","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","59","64","HNRNPA2B1-ENSG00000122566.20","HNRNPA2B1","ENSG00000122566","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","60","65","LDHB-ENSG00000111716.12","LDHB","ENSG00000111716","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","61","67","RACK1-ENSG00000204628.11","RACK1","ENSG00000204628","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","62","68","NDUFA4-ENSG00000189043.9","NDUFA4","ENSG00000189043","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","63","69","CCNI-ENSG00000118816.9","CCNI","ENSG00000118816","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","64","70","EIF3E-ENSG00000104408.9","EIF3E","ENSG00000104408","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","65","71","HNRNPA1-ENSG00000135486.17","HNRNPA1","ENSG00000135486","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","66","72","ALDOA-ENSG00000149925.17","ALDOA","ENSG00000149925","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","67","73","TIMP1-ENSG00000102265.11","TIMP1","ENSG00000102265","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","68","75","SRP14-ENSG00000140319.10","SRP14","ENSG00000140319","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","69","76","BTF3-ENSG00000145741.15","BTF3","ENSG00000145741","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","70","77","NOP53-ENSG00000105373.18","NOP53","ENSG00000105373","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","71","78","CD63-ENSG00000135404.11","CD63","ENSG00000135404","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","72","80","ID2-ENSG00000115738.9","ID2","ENSG00000115738","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","73","81","PPDPF-ENSG00000125534.9","PPDPF","ENSG00000125534","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","74","82","COX4I1-ENSG00000131143.8","COX4I1","ENSG00000131143","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
"mv08e_common475_panel_v1","75","83","ATP5G2-ENSG00000135390.17","ATP5G2","ENSG00000135390","48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e","b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","ordered_exact_stable_id_intersection_with_hca_cellranger_3_0_0_reference","FALSE","FALSE"
