"contract_id","panel_sha256","panel_order","feature_id","gene","category","median_variance_rank","minimum_variance","finite_cache_count","positive_cache_count","selected_all_cache_core"
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",45,"ID2-ENSG00000115738.9","ID2","retained_candidate",116.5,0.0288159611031638,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",46,"EEF1B2-ENSG00000114942.13","EEF1B2","retained_candidate",121,0.072090502668786,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",47,"CALM2-ENSG00000143933.16","CALM2","retained_candidate",121.5,0.157087995554434,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",48,"AP001324.1-ENSG00000227615.1","AP001324.1","retained_candidate",122.5,0.105992840271454,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",49,"TSC22D3-ENSG00000157514.16","TSC22D3","retained_candidate",122.5,0.0170918337196749,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",50,"OAZ1-ENSG00000104904.12","OAZ1","retained_candidate",123.5,0.0728079098621018,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",51,"EEF1A1-ENSG00000156508.17","EEF1A1","retained_candidate",124.5,0.106762750191861,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",52,"MYL12A-ENSG00000101608.12","MYL12A","retained_candidate",125,0.126391610779557,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",53,"AC073861.1-ENSG00000242299.1","AC073861.1","retained_candidate",125.5,0.0982857783295492,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",54,"CALM1-ENSG00000198668.10","CALM1","retained_candidate",126,0.170050126191831,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",55,"PABPC1-ENSG00000070756.15","PABPC1","retained_candidate",127,0.135471217755038,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",56,"HNRNPH1-ENSG00000169045.17","HNRNPH1","retained_candidate",132.5,0.00740907470875816,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",57,"HMGB2-ENSG00000164104.11","HMGB2","retained_candidate",136.5,0.0471394295135159,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",58,"RACK1-ENSG00000204628.11","RACK1","retained_candidate",137,0.051739595202476,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",59,"AC116533.1-ENSG00000244398.1","AC116533.1","retained_candidate",138.5,0.0776966243578585,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",60,"ATP5E-ENSG00000124172.9","ATP5E","retained_candidate",144,0.0901185416068342,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",61,"AC008038.1-ENSG00000283041.1","AC008038.1","retained_candidate",145,0.113763010176079,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",62,"SNHG5-ENSG00000203875.10","SNHG5","retained_candidate",145,0.0630651720444736,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",63,"DDX5-ENSG00000108654.13","DDX5","retained_candidate",148,0.160484299210863,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",64,"CIRBP-ENSG00000099622.13","CIRBP","retained_candidate",151,0.121743059408832,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",65,"KLF6-ENSG00000067082.14","KLF6","retained_candidate",152.5,0.0320347794830188,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",66,"SERF2-ENSG00000140264.19","SERF2","retained_candidate",153,0.0929728798607117,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",67,"TXNIP-ENSG00000265972.5","TXNIP","retained_candidate",153,0.0590444300646376,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",68,"LDHB-ENSG00000111716.12","LDHB","retained_candidate",153.5,0.0392672688674061,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",69,"SH3BGRL3-ENSG00000142669.14","SH3BGRL3","retained_candidate",153.5,0.0145829406966034,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",70,"CDC42-ENSG00000070831.15","CDC42","retained_candidate",155,0.11478741810646,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",71,"HSP90AB1-ENSG00000096384.19","HSP90AB1","retained_candidate",156,0.138014942028076,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",72,"EEF2-ENSG00000167658.15","EEF2","retained_candidate",157.5,0.121564636623644,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",73,"ARPC2-ENSG00000163466.15","ARPC2","retained_candidate",163.5,0.128118705573281,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",74,"AC016739.1-ENSG00000218175.2","AC016739.1","retained_candidate",167,0.110320548830844,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",75,"BTF3-ENSG00000145741.15","BTF3","retained_candidate",167.5,0.0768556749087916,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",76,"EIF3E-ENSG00000104408.9","EIF3E","retained_candidate",167.5,0.143314550299327,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",77,"HSPA8-ENSG00000109971.13","HSPA8","retained_candidate",168,0.124304688843511,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",78,"COMMD6-ENSG00000188243.12","COMMD6","retained_candidate",171.5,0.148581476590738,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",79,"H2AFZ-ENSG00000164032.11","H2AFZ","retained_candidate",177.5,0.12477820972996,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",80,"NACA-ENSG00000196531.10","NACA","retained_candidate",177.5,0.0799982756028562,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",81,"TOMM7-ENSG00000196683.10","TOMM7","retained_candidate",178,0.172140408826971,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",82,"HNRNPA2B1-ENSG00000122566.20","HNRNPA2B1","retained_candidate",179,0.158228932151091,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",83,"NOP53-ENSG00000105373.18","NOP53","retained_candidate",182.5,0.120312309587633,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",84,"GSTP1-ENSG00000084207.15","GSTP1","retained_candidate",184.5,0.0699873037752648,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",85,"IFITM2-ENSG00000185201.16","IFITM2","retained_candidate",184.5,0.0338414441398989,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",86,"AP005202.1-ENSG00000235552.4","AP005202.1","retained_candidate",185,0.053963973477463,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",87,"SRP14-ENSG00000140319.10","SRP14","retained_candidate",186,0.106637784471342,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",88,"ELOB-ENSG00000103363.14","ELOB","retained_candidate",186.5,0.104997133925458,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",89,"PFDN5-ENSG00000123349.13","PFDN5","retained_candidate",186.5,0.129550210689968,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",90,"CCNI-ENSG00000118816.9","CCNI","retained_candidate",187,0.131257972812506,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",91,"HINT1-ENSG00000169567.11","HINT1","retained_candidate",187.5,0.060610678518472,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",92,"H3F3A-ENSG00000163041.9","H3F3A","retained_candidate",188.5,0.122681454005594,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",93,"AC022431.1-ENSG00000226221.1","AC022431.1","retained_candidate",189,0.0928034924182712,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",94,"ATP5G2-ENSG00000135390.17","ATP5G2","retained_candidate",189,0.142178986960224,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",95,"COX7C-ENSG00000127184.12","COX7C","retained_candidate",190,0.0822537368255905,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",96,"COX4I1-ENSG00000131143.8","COX4I1","retained_candidate",195,0.070855339839744,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",97,"TUBB-ENSG00000196230.12","TUBB","retained_candidate",196.5,0.04895939592592,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",98,"PPDPF-ENSG00000125534.9","PPDPF","retained_candidate",199,0.111195148984608,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",99,"NDUFA4-ENSG00000189043.9","NDUFA4","retained_candidate",200,0.122706712258845,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",100,"ALDOA-ENSG00000149925.17","ALDOA","retained_candidate",201,0.110484514005323,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",101,"STMN1-ENSG00000117632.22","STMN1","retained_candidate",205,0.0140753057942886,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",102,"ATP5L-ENSG00000167283.7","ATP5L","retained_candidate",205.5,0.0828855602556504,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",103,"SARAF-ENSG00000133872.13","SARAF","retained_candidate",205.5,0.128864982116082,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",104,"COX7A2-ENSG00000112695.11","COX7A2","retained_candidate",208.5,0.0757514215423697,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",105,"S100A11-ENSG00000163191.5","S100A11","retained_candidate",210,0.0164328163611591,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",106,"HIST1H4C-ENSG00000197061.4","HIST1H4C","retained_candidate",211,0.0256015156054044,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",107,"AC024293.1-ENSG00000244313.3","AC024293.1","retained_candidate",213,0.0986335787598261,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",108,"NAP1L1-ENSG00000187109.13","NAP1L1","retained_candidate",213,0.144588269295365,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",109,"COX6C-ENSG00000164919.10","COX6C","retained_candidate",213.5,0.121299968194134,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",110,"CHCHD2-ENSG00000106153.12","CHCHD2","retained_candidate",216,0.081954986603686,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",111,"TPT1-ENSG00000133112.16","TPT1","retained_candidate",217.5,0.0561892448557654,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",112,"SRSF3-ENSG00000112081.16","SRSF3","retained_candidate",218.5,0.125701281128172,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",113,"SRSF5-ENSG00000100650.15","SRSF5","retained_candidate",222.5,0.0893076688780969,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",114,"AC073621.1-ENSG00000215030.5","AC073621.1","retained_candidate",223.5,0.0668769322777309,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",115,"GPX1-ENSG00000233276.3","GPX1","retained_candidate",223.5,0.0249027233266594,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",116,"IFITM3-ENSG00000142089.15","IFITM3","retained_candidate",224,0.0110254087927949,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",117,"PPIA-ENSG00000196262.13","PPIA","retained_candidate",224.5,0.112479352534608,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",118,"SUMO2-ENSG00000188612.11","SUMO2","retained_candidate",227.5,0.118487175578185,450,450,TRUE
"mv06c_global_core_panel_v1","7be22cdb9056fed427c78d58be2b19e258c7c6807e6f7ac3900bd1bfa1d19eb8",119,"SKP1-ENSG00000113558.18","SKP1","retained_candidate",229,0.132102199925679,450,450,TRUE
